ins,min
gen-hyper-tw-GenHyperTW_dubois28,4.0
gen-hyper-tw-GenHyperTW_dubois29,5.0
gen-hyper-tw-GenHyperTW_flat30-99,17.0
gen-hyper-tw-GenHyperTW_grid4d_3,7.0
gen-hyper-tw-GenHyperTW_par8-1-c,10.0
gen-hyper-tw-GenHyperTW_pret60_25,5.0
gen-hyper-tw-GenHyperTW_s208,7.0
gen-hyper-tw-GenHyperTW_uf20-01,6.0
inconsistency-measurement-im-contension-A-2-grd_3908_2_1.tgf.pl,643.0
inconsistency-measurement-im-contension-B-3-stb_696_368.tgf.pl,65.0
inconsistency-measurement-im-contension-C-1-grd_3018_3_7.tgf.pl,503.0
inconsistency-measurement-im-forgetting-A-2-WS_300_16_70_30.tgf.pl,40.0
inconsistency-measurement-im-forgetting-A-2-WS_300_16_90_30.tgf.pl,39.0
inconsistency-measurement-im-forgetting-A-2-grd_3908_2_1.tgf.pl,746.0
inconsistency-measurement-im-forgetting-B-2-stb_625_161.tgf.pl,81.0
inconsistency-measurement-im-forgetting-B-3-WS_300_16_90_30.tgf.pl,45.0
inconsistency-measurement-im-forgetting-B-3-stb_428_430.tgf.pl,59.0
inconsistency-measurement-im-forgetting-B-3-stb_457_193.tgf.pl,65.0
inconsistency-measurement-im-forgetting-C-1-grd_5178_1_1.tgf.pl,1073.0
inconsistency-measurement-im-forgetting-T-2-grd_4383_1_10.tgf.pl,789.0
inconsistency-measurement-im-forgetting-T-2-stb_339_81.tgf.pl,55.0
inconsistency-measurement-im-hit-A-1-grd_1790_4_8.tgf.pl,310.0
inconsistency-measurement-im-hit-A-1-grd_2065_1_8.tgf.pl,301.0
inconsistency-measurement-im-hit-A-2-grd_1948_5_1.tgf.pl,344.0
inconsistency-measurement-im-hit-B-1-grd_3018_3_7.tgf.pl,568.0
inconsistency-measurement-im-hit-B-3-stb_390_450.tgf.pl,45.0
inconsistency-measurement-im-hit-C-1-grd_3018_3_7.tgf.pl,532.0
inconsistency-measurement-im-sum-A-2-grd_1948_5_1.tgf.pl,360.0
inconsistency-measurement-im-sum-B-2-stb_330_291.tgf.pl,39.0
inconsistency-measurement-im-sum-B-3-stb_327_100.tgf.pl,44.0
inconsistency-measurement-im-sum-B-3-stb_339_393.tgf.pl,60.0
inconsistency-measurement-im-sum-B-3-stb_696_368.tgf.pl,79.0
inconsistency-measurement-im-sum-C-1-grd_1222_5_4.tgf.pl,217.0
judgment-aggregation-ja-maxham-preflib-00049-00000071,47.0
judgment-aggregation-ja-maxham-preflib-00049-00000157,52.0
judgment-aggregation-ja-maxham-preflib-00049-00000253,47.0
judgment-aggregation-ja-maxham-preflib-00049-00000260,50.0
judgment-aggregation-ja-maxham-preflib-00049-00000293,44.0
judgment-aggregation-ja-maxham-preflib-00049-00000295,54.0
judgment-aggregation-ja-maxham-preflib-00049-00000316,52.0
judgment-aggregation-ja-maxham-preflib-00049-00000333,51.0
judgment-aggregation-ja-maxham-preflib-00049-00000338,53.0
judgment-aggregation-ja-maxham-preflib-00049-00000385,37.0
judgment-aggregation-ja-maxham-preflib-00049-00000390,53.0
judgment-aggregation-ja-maxham-preflib-00049-00000444,53.0
judgment-aggregation-ja-maxham-preflib-00049-00000486,55.0
judgment-aggregation-ja-maxham-preflib-00049-00000492,47.0
judgment-aggregation-ja-maxham-preflib-00049-00000512,55.0
judgment-aggregation-ja-maxham-preflib-00049-00000517,57.0
judgment-aggregation-ja-maxham-preflib-00049-00000540,50.0
judgment-aggregation-ja-slater-preflib-00043-00000180,306.0
judgment-aggregation-ja-slater-preflib-00049-00000135,246.0
judgment-aggregation-ja-slater-preflib-00049-00000405,278.0
judgment-aggregation-ja-slater-preflib-00049-00000451,505.0
judgment-aggregation-ja-slater-preflib-00049-00000468,269.0
judgment-aggregation-ja-slater-preflib-00051-00000008,341.0
judgment-aggregation-ja-slater-preflib-00051-00000011,501.0
logic-synthesis-normalized-test4.pi.opb.msat,94.0
mbd-b14_C-mbd14-0277,32.0
min-fill-MinFill_R0_mulsol.i.1,155.0
min-fill-MinFill_R0_mulsol.i.2,256.0
min-fill-MinFill_R0_mulsol.i.3,250.0
min-fill-MinFill_R0_myciel5,196.0
min-fill-MinFill_R0_myciel7,4168.0
min-fill-MinFill_R0_queen8_12,2447.0
min-fill-MinFill_R1_games120,1938.0
min-fill-MinFill_R3_miles1000,1934.0
min-fill-MinFill_R3_miles750,1358.0
min-fill-MinFill_R4_miles500,964.0
optic-gen_cvc-add7to3_9999,191.0
optic-gen_mult_4_5_991,116.0
optic-gen_mult_5_5_991,232.0
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_5,123.0
optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_2,87.0
optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_5,72.0
optimizing-BDDs-breast-cancer-un-wcnf_incomplete_improved_1_2019_7,19.0
optimizing-BDDs-car-un-wcnf_incomplete_improved_1_2019_7,90.0
optimizing-BDDs-heart-cleveland-un-wcnf_incomplete_improved_1_2019_9,9.0
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_3,62.0
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_5,56.0
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_7,53.0
optimizing-BDDs-kr-vs-kp-un-wcnf_incomplete_improved_1_2019_4,189.0
optimizing-BDDs-kr-vs-kp-un-wcnf_incomplete_improved_1_2019_8,115.0
optimizing-BDDs-lymph-un-wcnf_incomplete_improved_1_2019_7,4.0
optimizing-BDDs-mushroom-un-wcnf_incomplete_improved_1_2019_4,112.0
optimizing-BDDs-mushroom-un-wcnf_incomplete_improved_1_2019_5,40.0
optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_9,27.0
optimizing-BDDs-soybean-un-wcnf_incomplete_improved_1_2019_6,24.0
optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_4,226.0
optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_5,169.0
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_6,128.0
optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_7,4.0
optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_8,3.0
planning-bnn-cellda_x_10,
planning-bnn-cellda_x_12,
planning-bnn-cellda_y_10,
planning-bnn-cellda_y_9,
planning-bnn-navigation_4x4_7,
planning-bnn-navigation_5x5_10,
planning-bnn-navigation_5x5_8,
planning-bnn-navigation_5x5_9,
planning-bnn-sysadmin_4_3,
planning-bnn-sysadmin_5_3,
planning-bnn-sysadmin_5_4,
program-disambiguation-Q22_YESNO_1,
program-disambiguation-Q42_OPTIONS_1,
program-disambiguation-Q45_YESNO_1,
program-disambiguation-Q55_YESNO_1,
pseudoBoolean-normalized-par32-3.opb.msat,
pseudoBoolean-normalized-par32-5.opb.msat,
railway-transport-d4,4815.0
railway-transport-pesp_18Min,281.0
railway-transport-pesp_5min,71.0
railway-transport-we,6264.0
ramsey-ram_k3_n11.ra0,7.0
ramsey-ram_k3_n14.ra0,21.0
ramsey-ram_k3_n15.ra0,30.0
ramsey-ram_k3_n17.ra0,50.0
ramsey-ram_k4_n18.ra0,9.0
ramsey-ram_k4_n20.ra0,24.0
reversi-rev66-16,
reversi-rev66-26,
reversi-rev66-28,
reversi-rev66-32,
scheduling-cnf_10,109.0
scheduling-cnf_12,105.0
scheduling-cnf_small,43.0
setcover-sts-data.135,103.0
setcover-sts-data.243,198.0
setcover-sts-data.405,335.0
setcover-sts-data.729,617.0
tpr-b18-s_PathRelaxation_Set_FS_8,
treewidth-computation-TWComp_1c75_N69,30.0
treewidth-computation-TWComp_1dj7_N73,26.0
treewidth-computation-TWComp_eil51.tsp_N51,9.0
treewidth-computation-TWComp_queen7_7_N49,36.0
xai-mindset2-bnn-last-layer-f10,
xai-mindset2-bupa,298.0
xai-mindset2-cleve,232.0
xai-mindset2-heart-h,192.0
xai-mindset2-postoperative-patient-data,65.0
xai-mindset2-shuttleM,180.0
xai-mindset2-soybean,371.0
