ins,min
generalized-ising-IS15_5.0.5.0.0.5_softer_periodic,114658059944605.0
generalized-ising-IS16_5.0.5.0.0.5_softer_periodic,115258059944605.0
generalized-ising-IS17_5.0.5.0.0.5_softer_periodic,115889374987694.0
generalized-ising-IS20_5.0.5.0.0.5_softer_periodic,119388436533622.0
generalized-ising-IS22_5.0.5.0.0.5_softer_periodic,119042619292175.0
generalized-ising-IS23_5.0.5.0.0.5_softer_periodic,118642619292190.0
generalized-ising-IS3_5.0.5.0.0.5_softer_periodic,116801767247989.0
generalized-ising-IS4_5.0.5.0.0.5_softer_periodic,115857504490145.0
generalized-ising-IS5_5.0.5.0.0.5_softer_periodic,114843630201223.0
generalized-ising-IS6_5.0.5.0.0.5_softer_periodic,113797656078081.0
generalized-ising-IS7_5.0.5.0.0.5_softer_periodic,112706601923009.0
generalized-ising-IS9_5.0.5.0.0.5_softer_periodic,110066981524169.0
hs-timetabling-BrazilInstance1.xml,88.0
hs-timetabling-BrazilInstance2.xml,128.0
hs-timetabling-BrazilInstance4.xml,222.0
hs-timetabling-BrazilInstance5.xml,333.0
hs-timetabling-BrazilInstance6.xml,428.0
hs-timetabling-BrazilInstance7.xml,646.0
hs-timetabling-FinlandSecondarySchool.xml,
hs-timetabling-ItalyInstance4.xml,1690.0
judgment-aggregation-ja-kemeny-preflib-00049-00000300,776.0
judgment-aggregation-ja-kemeny-preflib-00049-00000334,542.0
judgment-aggregation-ja-kemeny-preflib-00049-00000451,928.0
judgment-aggregation-ja-kemeny-preflib-00049-00000454,631.0
judgment-aggregation-ja-kemeny-preflib-00051-00000011,694.0
max-realizability-power-distribution_11_7,126.0
max-realizability-power-distribution_12_8,216.0
max-realizability-robot-navigation_10,
metro-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted,158.0
mpe-random-net-50-5_network-8.net,46535.0
pseudoBoolean-normalized-mps-v2-20-10-sentoy.opb.msat,
railway-transport-bf2030fvslack,
railway-transport-f2030,4324.0
railway-transport-r11,53022569.0
railway-transport-wg2,122.0
ramsey-ram_k3_n14.ra1,3025.0
ramsey-ram_k3_n16.ra1,7271.0
ramsey-ram_k3_n19.ra1,20665.0
ramsey-ram_k4_n19.ra1,707.0
relational-inference-pa-1,2276.0
relational-inference-pa-2,1230.0
relational-inference-pa-3,545.0
setcover-rail2536,
setcover-rail4284,1317.0
setcover-rail4872,
setcover-rail507,188.0
shiftdesign-limits-10-10_data-1_inst-084_30m.sm-extracted,
shiftdesign-limits-10-10_data-1_inst-137_30m.sm-extracted,
shiftdesign-limits-10-10_data-1_inst-182_30m.sm-extracted,
shiftdesign-limits-10-10_data-2_inst-003_30m.sm-extracted,
shiftdesign-limits-10-10_data-2_inst-025_30m.sm-extracted,
shiftdesign-limits-10-10_data-2_inst-030_30m.sm-extracted,
shiftdesign-limits-10-10_data-3_inst-002_30m.sm-extracted,
shiftdesign-limits-10-10_data-3_inst-003_30m.sm-extracted,
shiftdesign-limits-10-10_data-4_inst-003_60m.sm-extracted,
spot5-1401.wcsp.log,459106.0
spot5-1403.wcsp.dir,459246.0
spot5-1403.wcsp.log,459246.0
spot5-1405.wcsp.dir,459418.0
spot5-1506.wcsp.log,354520.0
spot5-5.wcsp.log,261.0
staff-scheduling-instance10,5414.0
staff-scheduling-instance11,3558.0
staff-scheduling-instance12,5048.0
staff-scheduling-instance2,829.0
staff-scheduling-instance3,1012.0
staff-scheduling-instance4,1721.0
staff-scheduling-instance5,1193.0
staff-scheduling-instance6,2081.0
staff-scheduling-instance7,1124.0
staff-scheduling-instance8,2848.0
staff-scheduling-instance9,1515.0
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_100,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_150,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_200,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_66,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_70,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_72,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90,
tcp-tcp_students_112_it_2,3624.0
timetabling-comp02,104.0
timetabling-comp09,132.0
timetabling-comp12,528.0
timetabling-dds4,
